product_name,vendor_name,sales,package,selling_price,original_price,rating,review_number,origin,comment,date
美贊臣 - [官方正貨] 美贊臣 Enfinitas 藍臻3號配方奶粉 (嬰兒奶粉) (1-3歲適用),美贊臣官方旗艦店,"6,000",820克,529.00,,4.2,41,荷蘭,"['5_star', '多啲做特價', '有優惠code 好抵', '有優惠卷，抵好多！', '非常好', '有贈品 正', '包裝完好', 'Ok', 'good', 'Good', 'Gd', '1_star', '一打開奶粉，首先沒有包裝膠紙，應該不是一手貨，而且內部膠蓋損壞，密封損壞，塑膠掉落奶粉入面，出落肚很大問題.', '全部11罐奶粉凹陷！有箱加上逐罐包bubble紙，都會凹到咁！運輸太暴力，要改善！請安排換貨！', '點解打開會咁樣？定係你哋而家的貨物越嚟越求其？係度買咗咁耐嘢，貨物越嚟越差！', '購買完2罐比咗優惠卷！但用優惠卷又話冇貨！變咗冇折扣！又搵唔到客戶服務！咁點解要係你度買!想買返2號又話優恵卷已使用！好有欺騙成份.', '臨過期就抽起曬啲貨，一箱箱就有貨，一罐罐就無貨，逼人啲券過期？？？Online Chat 等半個鐘都仲Loading，真係求助無門。如果到過期都無貨，我一定告到底！']",2023-12-10
牛欄牌 - 牛欄牌 - Happy Tummy 3 號幼兒成長奶粉900克,牛欄牌香港官方旗艦店,"5,000",900克,236.30,278.00,4.4,26,紐西蘭,"['5_star', 'BB一路飲都好健康。', '飲開, 抵買', '👌👍', 'good product', 'Good', '性價比高', '比市面平', '好', 'NA', '貨期都ok...2024年十月到期', '1_star', '付款後沒有收到$350 電子優惠券', '凹，之前買6罐冇事，今次3罐就出事']",2023-12-10
康多蜜兒 - 嬰兒配方奶階段3 官方正貨 (由12至36個月),Kendamil Official Store,"5,000",,359.00,,4.1,41,英國,"['5_star', 'good price', '很好', '減價先抵買', 'Good', '用戶已設定此評論內容為非公開', '包裝得好好👍🏻', '包裝好好，唔會有凹，都唔會有啲粒粒黑色嘅塵粒痴喺包裝。好衛生。', 'very nicely packed', '定價比同行高少少', '795 3罐，再有回贈，抵！', '1_star', '準備轉3號見到呢度有優惠買左三罐，但呢三罐奶粉都無紅色拖拉機安全標誌，奶粉日期都無製造日期，同以前奶粉都唔一樣，同埋以前買好似無中文，因為唔係話英國製造咩？突然有中文出現好似有d怪，對奶粉存疑。', '爆蓋', '我是29/7簽收的，並不是5月8日！請聯絡我跟進', '今次這張單，這批次奶粉好差。奶粉罐蓋開合好鬆扣唔實，唔密封！我買了兩罐，可否更換？']",2023-12-10
美素佳兒 - FRISO PRESTIGE®️ 2號較大嬰兒配方奶粉 800克 - 皇家美素佳兒 FRISO PRESTIGE,荷蘭美素佳兒官方旗艦店,"5,000",800克,497.90,,4.6,48,荷蘭,"['5_star', '好', '很好，多次回購', '哩只奶粉最啱亞B，1、2、3、4都係食佢希望繼續有優惠', '飲開', '原價$497.9，入美素半價優惠碼後$248.9。', 'Good', '原價$497.9/罐，入美素半價優惠碼後$248.9/罐。', '自從飲左 排便無難道', '很好，多之回購！', '貨品完整，日期新鮮，寶寶愛喝，已回購多次', '1_star', '好', '很好，多次回購', '哩只奶粉最啱亞B，1、2、3、4都係食佢希望繼續有優惠', '飲開', '原價$497.9，入美素半價優惠碼後$248.9。', 'Good', '原價$497.9/罐，入美素半價優惠碼後$248.9/罐。', '自從飲左 排便無難道', '很好，多之回購！', '貨品完整，日期新鮮，寶寶愛喝，已回購多次']",2023-12-10
惠氏 - S-26® Ultima® 4號兒童成長配方奶粉800克 (Wyeth® S26) (新/舊包裝隨機發送),惠氏營養品官方旗艦店,"5,000",800克,234.00,235.00,4.4,28,瑞士,"['5_star', '88折再送即熱水機， 真抵！', 'good', '平', '買奶粉送的電飯煲很靚， 謝謝😀', '👍🏻👍🏻👍🏻', '88折再95折等同藥房價，仲有scooter送，好抵👍🏻', 'Good', '等到 88 折再 VIP 95 折', '食開，有85折, 又送焗爐仔，又送貨，抵買', '抵', '1_star', '比錢前個購物袋系有飯煲，但到比左錢個購物袋就冇飯煲，以為贈品系睇單送飯煲就買左，但原來系冇飯煲，冇贈品點解冇提示？要退貨，如果知冇贈品吾會買', '買咗六罐，有三罐凹得好勁，兩罐凹咗少少，得一個完整無缺，麻煩請跟進，謝謝。']",2023-12-10
喜寶 - 喜寶2號有機雙益較大嬰兒配方奶粉,大街市,"5,000",800克,382.00,383.00,3.7,75,德國,"['5_star', 'ok', '相對出面的價錢優惠，包裝整潔，值得回購', 'ok', 'ok', '包裝好好', '包裝非常好👍🏻', '送貨快捷，包裝完好！', '送貨快，一直食開， 原本一直喺hipp官方旗艦店買，今次揀左大街市，雖然無紙盒入住送貨，但都無凹，好完整。\n出世係醫院已經飲開呢個品牌水奶，就一直食， 食到而家２號都好好，有益生菌對poopoo真係幾好，會再回購。', '由BB一出世就飲呢個系列嘅奶粉，始終都係覺得有機嘅奶粉對BB嘅健康好有幫助， so far BB一直都好少睇醫生，所以一直冇轉過', '原本係人奶B,但返工之後真係好難泵奶, 唯有要做下功課揀隻好奶粉比BB, 揀左好多再聽好多朋友, 醫生推介, 揀左呢款食左幾個月, 有母乳益生菌真係唔錯, 便便日日都有, 最緊要係健康', '1_star', '食開HiPP一直很好，第一次係TVMall買，但TVMall呢罐沖左幾次，阿仔次次食兩啖就唔肯食，之前完全未試過咁！d粉沖極都仲係有粉粒喺奶樽度唔溶，之前喺第度買的奶粉都無試過咁。', '包裝完好的奶粉，一打開bubble紙包裝，原來係無左個奶粉蓋!\n包裝個員工諗住咁樣就可以過骨？\n真係沒有最癲，只有更癲！\n離晒大譜！', '一次飲開亦系度買過，有優惠碼99/罐諗住仲有5個月時間應該都冇問題，初時bb吾肯飲，之後自己再試下發現飲落系有溢味，油溢果種味道，奶粉冇結舊，但溢味令人吾會想再飲第二啖，想問返有冇朋友都系甘？請問HKTVmall陣溢味系咪奶粉變左？', '奶粉一大舊，從未試過，沖完味奇怪', '$99以VIP價購入，就快到期都算 一開奶粉入面一舊舊！！喺HKTVmall 買咁耐野未試過要求退款退貨，今次係第一次！請盡快安排退款，謝謝！', '奶粉製造日期係2018年11月25日，到期日係2020年5月25日，我買了5罐，到期日咁快，請問bb點樣飲得晒，而我買正價的，應該要俾客戶知道就到到期日，若我知道到期日咁快，我唔會買，bb食左真係唔好，呢d係bb產品，好多人都唔會睇日期，照俾bb食左，對bb可能有好大影響，咁樣真係有被欺騙客戶既情況，而且裡面奶粉已經受潮，我開了兩罐，情況都係咁，我真係好嬲呀，請問你公司點處理', '送到時罐已凹', '送到時奶粉罐凹了', '到期日2019年12月....開了裡面d奶粉潮潮地...又遲左兩日送貨，老實講如果唔係我咁岩冇哂奶粉附近又冇賣我真係退貨！我又唔係特價買你，但你就比d咁既貨我', '今天看看才知道貨不對版，為什麼給我送來旧版的，請安排換新版的']",2023-12-10
美素佳兒 - 有機FRISO PRESTIGE BIO 2號較大嬰兒配方奶粉 800克 - 皇家美素佳兒 FRISO PRESTIGE,荷蘭美素佳兒官方旗艦店,"5,000",800克,538.90,539.00,4.3,38,荷蘭,"['5_star', '包裝或運送還需改善，偶爾出現凹凸罐', 'Good', 'Good', '阿女飲開 一直有靚便便，令我唔洗擔心佢便秘問題', '包裝好，有優惠，會再買', 'BB飲開，大便暢順，營養好', '好', '👍🏻👍🏻', '原價$538.9，半價$269.4，抵。', 'Good', '1_star', '買18罐，理應是完整出3箱貨，但次次都無用其他品牌的紙箱裝，一打開就成手都係黑色的塵，奶粉罐上全部都係厚厚的塵，雖然係罐外污糟，但始終係bb食物，叫家長點放心買呢？影左相叫hktvmal換貨（換貨而不是退款，因為太污糟），要求我再影多啲相加影埋紙箱，好啦照影，影完hktvmall再send email叫我再影多次相，其實品質明顯有問題點解都唔肯換貨？上網買野就係唔想煩，而家仲煩過喺萬寧屈臣氏買', 'I was offered $400 HKTVMall coupon if I purchased 4 milk powder. I just received the order today Sept 5th, and the coupons already expired on Sept 1?! Then why is there a promotion???', '本人是HKTVMALL 啲VIP 會員，但奈何每次到星期五想購買奶粉送$400電子優惠碼會無固消失，是否我個程式有問題？', '有冇搞錯啊， 12月28日買，送嘅電子優惠碼12月31日到期？買嗰時都冇寫到明，如果得咁短時間就唔會特登買四罐啦，如果唔係有優惠碼用返計落平d，使乜係呢度買？百佳網站仲平啦！好大嘅誤導！', '買完中左武漢肺炎比政府隔離，然後出黎第一日去門市拎 就被告知唔可以退款同拎貨 ，搵咗好耐都搵唔到電話 打去跟進 live chat 又幫我唔到，依家要我蝕左錢，又唔比貨，完全唔fixable，以後都唔會喺度買，就係貪方便，點知一啲都唔人性化。', '全人奶bb試轉奶粉，飲完敏感出曬疹耳仔都腫埋要睇醫生查藥膏，想退款但friso whatsapp叫我搵返hktvmall, 但hktvmall禁左好耐個app都搵唔到邊到可聯絡申請退款，好麻煩']",2023-12-10
Aptamil - Aptamil 白金版 - 初生嬰兒配方奶粉1號900克 (此日期前最佳: 不早於 9/2024),Aptamil香港官方旗艦店,"5,000",900克,388.00,,3.7,19,紐西蘭,"['5_star', 'OK', '正貨，食用期長', 'Very good', '好好，已多次回購', 'good', '到期日是2024年的3月', '可信 可靠', '我會再買。', '好。', '好', '1_star', '送黎個時奶粉罐凹咗', '品質較市面差，奶粉經常唔溶，錫紙難開。王維基唔好意思，呢隻貨我落街買算。', '有冇搞錯！2018年生產，保質期去到今年6月20，少於3個月食用，要求退貨！強烈建議寫明食用日期，早知唔買！', '2020年3月19日收到貨，竟然2020年6月就夠期，一下子買了四罐，對今日購物好失望，下次不會再選擇網上買BB奶粉', '2020年3月買，但係奶粉2020年6月就過期']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfa A+ NeuroPro 智睿系列 2號配方奶粉 (嬰兒奶粉) (6-12個月適用),美贊臣官方旗艦店,"4,000",900克,305.00,,3.8,34,澳大利亞,"['5_star', '包裝好, 送貨準時!', '好', '有優惠碼抵買', '買6罐送$600 coupon，再有95折，抵過藥房買。\n每罐奶粉都有用泡泡紙包好，完整無缺👍🏻', '很好', 'Recomended to\nTo a friend', 'Recommended to my friends', 'Recommended to my friends...', '產品質素佳, 食用日期長逾一年', '用800-400 coupon非常優惠', '1_star', '買5 罐有幾罐都是呢個情況， 作為一間大公司 你地是否需要改正下呢個問題，如果 貨品， 搞到甘 你地是否會收貨？ 請問你地點樣處理！', '奶粉罐嚴重凹陷⋯', '個罐好烏租 次次抹完張紙巾都黑晒', '有1罐奶粉罐身有明顯凹痕，品質參差', '買兩批都係有咁', '買三罐 兩罐凹咗']",2023-12-10
美素佳兒 - 美素力®金裝倍護嬰兒配方奶粉,荷蘭美素佳兒官方旗艦店,"4,000",400克,210.00,,4.2,15,荷蘭,"['5_star', 'when stock available?', 'Very good', '很好', 'VIP Day 有折\nBB 肚多風，飲一般奶後腸攪痛會尖叫唔舒服\n醫生介紹可試呢隻奶粉，試完問題改善\n不過Comfort 呢隻奶本身難開，每次兩匙奶粉搖勻先再落就ok', '已多次回購50+以上，會員日有95折，再加埋信用卡回贈比門市買平', 'very good', '方便', '1_star', '我想問 倍護係沖完之後會凝固成一舊白色啫喱咁樣嘅？']",2023-12-10
雅培 - 心美力升級 5 HMO 4號850克,雅培嬰幼兒奶粉官方旗艦店,"4,000",900g,218.90,,3.7,15,愛爾蘭,"['5_star', '消委會都推薦', '送貨員態度誠懇有禮', 'very good!', '包裝穩妥。', 'Good', '難得$189一罐，食開，抵！', 'fast ontime', 'gd', '好好', '1_star', '被騙！完全找不到所說的量杯，內、外都找過，沒有量杯，根本不知份量。是假貨？不能量適當的奶粉份量，成罐都用不到。不要在此購買奶粉，第一次在HKTV買奶粉就這樣，不知市面有否其他假貨，各位父母小心。要求必需退貨。', '買咗六罐奶粉 點讀筆贈品明明話有六本書 送來只有一本 請問幾時補送', '購買及付款時明明寫住贈品係“連6本書”, 送來時卻只有1本書！']",2023-12-10
惠氏 - S-26® Ultima® 2號較大嬰兒配方奶粉800克 (Wyeth® S26) (新/舊包裝隨機發送),惠氏營養品官方旗艦店,"4,000",800克,331.00,332.00,4,29,瑞士,"['5_star', '用戶已設定此評論內容為非公開', '整齊', '掋', '有折加送優惠碼，抵！', '有折加優惠碼，好抵', '好飲', 'Good', 'Good', '包裝完整無缺，送貨員好有禮貌！', 'Good', '1_star', '咁都得？！', '發覺奶粉罐底邊緣有少少生銹問題 ， 是否 儲存有問題，相比萬寧沒有這個情況。', '買2件85折，宜家得一件仲貴左，我唔會買！']",2023-12-10
喜寶 - 有機雙益® HMP較大嬰兒奶粉 (2號) (350克) (38921)【香港原裝行貨】適用年齡：6個月以上,HiPP 喜寶官方旗艦店,"4,000",,180.00,,4.2,27,德國,"['5_star', 'BB好鐘意飲 味道接近母乳', '寶寶一直飲呢隻，飲得好好', 'Good', '好', '小朋友一齊食開 見有350克 細細罐幾好 去兩日一夜澳門都方便', '350g 細細罐真係幾好, 回購', 'BB 好鐘意飲奶, 勁追住飲,又飲得勁快, poopoo都好靚, 日日有', '有coupon -$72，平', '呢個Size 用來轉階段幾好 試左先, 慢慢轉', '買開大罐 一直無留意有細罐賣 都幾方便 可以放定去婆婆度 都幾好', '1_star', '已經換了一罐。打開後，仍然是沒有量匙！究竟是不是整批奶粉都沒有跟量匙？？！！\n請與廠方聯絡確定！', '本來細罐幾好，但生產日期是02/2020，已經放咗一年嘅倉底貨，有效期到10/2021，得返半年有效期，門市賣嘅都系今年生產嘅批次，下年到期，你是官方店舖，都賣的有效日期咁短嘅嬰兒產品，是不是網店就不能有知情權，生產日期和有效日期，這些重要信息應該注明，網賺就要買快過期產品，這是嬰兒食品，雖然還在有效食用日期內，但如果知道日期咁短不會選擇購買，這是一次失望的賺買經歷。']",2023-12-10
Aptamil Essensis HMO - Aptamil Essensis HMO - 幼兒成長配方奶粉3號900克,Aptamil香港官方旗艦店,"4,000",900克,467.90,468.00,3.7,13,荷蘭,"['5_star', '👍🏻', '包裝很好', '包裝得好好👍🏻！', '包裝好， 送貨快， 優質', '鍾意佢冇加蔗糖，就唔使驚會惹痰\n同埋佢送過黎個陣包得好好，冇穿冇爛。', 'BB飲完便便暢通左，又冇痰，會繼續飲', '送過嚟包好哂，完全冇凹，加上官方旗艦店，信心保證??', '發貨快，好快就收到！唔洗自己搬返屋企~', '1_star', '凹咗', '價格太高，比淘宝贵40%', '從未試過收奶粉不用紙箱裝的，只是一層薄薄的泡泡紙，外面套一個背心膠袋，根本沒有可能保護到不受運輸碰撞，四罐奶粉完全凹咗，這家還說是官方旗艦店，如此差的包裝，比那些平行進口貨品還差！']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfa A+ NeuroPro 智睿系列 4號配方奶粉 (3-6歲適用),美贊臣官方旗艦店,"4,000",900克,253.00,,3.7,8,荷蘭,"['5_star', 'Good', 'Ok', '送貨速度快', 'good,有禮貌準時', '多次回購，又有禮品送', '1_star', '訂購的六罐奶粉，到貨後全部凹陷，不能接受。', '其中一罐奶粉有凹陷']",2023-12-10
雪印 - 思敏傑3幼兒助長奶粉,大街市,"4,000",900克,216.10,227.5,4.4,31,澳大利亞,"['5_star', '小朋友很適這產品', 'Gd', 'Gd', 'Gd', 'Gd', 'Packing is good', '呀仔食開 呢度買算平', 'Gd', 'Good', 'Gd', '1_star', '送來的奶粉罐撞凹咗！要換貨，請跟進', '奶粉凹左', '本來應該5/29 送，ㄧ直聯絡也不回覆，無論是live chat 或留言， 只是說找不到貨品..... 最後留言說6/2 送........ 但現在6/3還是未有到貨亦未有消息']",2023-12-10
雅培 - 雅培心美力升級 5 HMO 2號850克,雅培嬰幼兒奶粉官方旗艦店,"4,000",850g,304.90,305.00,4,22,愛爾蘭,"['5_star', '十分抵', '再買，再買', '大女都飲宜家到細妹都飲這個牌子', 'Good', '良好', '👍🏻', '同藥房差唔多價錢啦', '送貨快，送的玩具好好', '正常', 'Good', '1_star', '外面透明膠完好無缺，但入面銀色蓋沒有密封，一開蓋奶粉四散', '購買5罐奶粉有2罐損壞，冇人跟進', '西灣河門市取貨，取貨時什麼包裝都沒有，就要人這樣徒手拿著貨品出門口。', '買左幾次個蓋都係咁污糟，真心唔明點解會咁？一次半次都算！三次都係咁！個蓋咁樣令我好懷疑個存放問題會唔會影響到個品質，所以唔會再係呢度買奶粉，印象好差！好冇信心！']",2023-12-10
牛欄牌 - 牛欄牌 - Happy Tummy 4 兒童成長奶粉900克,牛欄牌香港官方旗艦店,"4,000",900克,238.00,,4.6,32,紐西蘭,"['5_star', 'Good', 'Good', 'Good', '很好，整箱送貨不用自己搬最好', '3', '9折，正', '貴', '準時', '用戶已設定此評論內容為非公開', '又快又好，品質保證，服務好', '1_star', 'Good', 'Good', 'Good', '很好，整箱送貨不用自己搬最好', '3', '9折，正', '貴', '準時', '用戶已設定此評論內容為非公開', '又快又好，品質保證，服務好']",2023-12-10
雅培 - 雅培心美力升級 5 HMO 1號850克 (新裝),雅培嬰幼兒奶粉官方旗艦店,"4,000",850g,325.00,,4.2,40,愛爾蘭,"['5_star', '唯一方法可以有折', 'BB吃了很長肉', 'Good', '幾好，bb一出世基本都係呢隻，每日都有poo poo', '☺️', '好', '方便，唔洗拎', '不錯', '保存日期到2023，很新鮮', '用戶已設定此評論內容為非公開', '1_star', '第一罐食到剩1/4發現有黑色小點，近睇是害蟲，於是立刻開第二罐，第三日又同樣發現有害蟲！心有餘悸！', '於19/12/2019訂購，奶粉製造日期竟然是28/6/2018，並於28/6/2020。我上星於萬x購買的奶粉，製造日是16/7/2019。雖然你們售出的奶粉仍未到期，但我好介意你們囤貨一年半清貨尾，感覺不新鮮!', '我無收到貨，但是hktvmall 話我已收了货,攪甚麼']",2023-12-10
喜寶 - 有機雙益®️ HMP有機兒童奶粉 (4號) (800克) (38624) 【香港原裝行貨】適用年齡:3歲或以上,HiPP 喜寶官方旗艦店,"3,000",,348.00,,4.7,19,德國,"['5_star', '不太甜，小朋友每天會自動提要飲奶', 'Good', '一直食開 由細食到大 真心推', 'Good', 'Good', '小朋友食開！德國佬品質覺得唔錯！加上之前好多大牌子出問題，個隻出名貴既奶粉都出問題比人鬧爆！所以揀呢隻！又唔太貴！', '仔仔好鐘意呢隻奶粉', '有優惠平$100 ，Good', 'Good', '由細食到大都好好， 原本打算幫佢戒奶，但佢每晚點都飲一支先肯瞓，奶粉營養係多，又有益生菌，就由得佢Keep住食，一日一支都OＫ！', '1_star', '我都唔知揀「包裝欠佳」還是「使用及保養指引不足」還是什麼～\n今次罐身完好無凹，但係「此日期前最佳」到底係幾時？ 會唔會已經過咗期？點算？真係睇唔到喎～唔敢比小朋友飲 (ToT)']",2023-12-10
美素佳兒 - FRISO PRESTIGE®️ 4號成長配方奶粉 800克 - 皇家美素佳兒 FRISO PRESTIGE,荷蘭美素佳兒官方旗艦店,"3,000",,387.90,,4.4,28,荷蘭,"['5_star', '好', '小朋友飲開，Good!', '半價優惠十分好', '小朋友飲開', 'good', '一向買開', '服務質素良好', '便', 'good', '幫朋友買 超貴 M字店$220內一罐咋 趕住寄 冇辦法啦 到期日有一年半', '1_star', '差評\n\n被Facebook的廣告吸引入黎買4件，以為有＄100電子現金券回贈，放入購物車明明有，再睇下有冇咩野特價需要買，轉頭比完錢竟然冇左個優惠。係我錯我冇double check. 兩星期後的今日Facebook個廣告仍然在！', '2罐奶粉罐底居然生鏽嘅？有冇搞錯？個罐又撞到凹凸，超級差！咁樣嘅貨點可以買出來俾小朋友飲呀？']",2023-12-10
illuma - LUXA® HMO 4號兒童成長配方奶粉 850克 (6種HMO),惠氏營養品官方旗艦店,"3,000",850克,404.90,405.00,3.4,24,愛爾蘭,"['5_star', '25 年先到期。而且完全冇凹\n雖然只用了簡單bubble 紙包住', '比藥房平', '第一次買奶粉試過個罐凹咗，同你地講完之後，件事冇再發生過。送貨哥哥好有禮貌，有好幫手，非常一流嘅送貨體驗👍🏻👍🏻👍🏻👍🏻超讚👍🏻', '罐完整無缺，2021年2月製造', '特價再92折，6罐送掛燙，good', '抵，平$100', '寶寶飲開，今次買有一百蚊優惠', '包裝好', '非常方便', '有10%回贈，抵過連鎖店買', '1_star', '2023年9月3日收到奶粉，2023年10月到期！係咪有啲過分？你哋出貨前唔睇到期日嗎？', '現在係2023年7月，送嚟嘅係2023年10月，但奶粉已經有臭味！！！上個月買咗一次已經係咁，諗住比第二次機會再試下，點知又係臭嘅！太過份！係比小朋友飲㗎喎！我係hktvmall嘅illuma商店買奶粉買咗1-2年，從未試過咁！希望你地好好檢討，唔會再幫襯，係咁。', '罐子都撞壞了', '包裝非常不妥當，收到嘅奶粉普遍都有凹痕，煩請盡快安排回收貨品及退款', '送錯左呢個來？', '送貨後發現奶粉罐身有明顯凹陷，但經過兩日仍然未有相關職員跟進事件。奶粉是小孩子的食物，斷不能掉以輕心。', '没有收到该货物']",2023-12-10
Aptamil - Aptamil 白金版 - 兒童配方奶粉4號900克,Aptamil香港官方旗艦店,"3,000",900克,347.90,348.00,3.7,14,紐西蘭,"['5_star', 'Good', '多次回購', 'Good', 'Good', '送貨上門態度好', '再購的', '好平', '唔錯，第二日就送上門', '正', '1_star', '購買時Apta官宣&貴公司宣傳都有講送$400購物券，由13號訂購當日到現在〔20/10/2023〕，依然收唔到貴司之購物券，多次聯絡貴司，一直聯絡不上，唯有透過客服電郵通知你哋..,可惜一直都得不到回覆, 仲要顯示收到電郵未必會回覆.真可笑，甘大間公司!\n\n直至到5日前聯絡到網上客服, 話幫我查詢,兩至三天內回覆,今天已是第五天了,完全冇收過任何通知.\n\n其實貴司而家係改變咗營運策略嗎？ 挑戰海關嘅商品條例。', 'D罐凹咗，又唔肯退。咩意思\n我要硬食？Bb飲既奶粉凹咗都唔俾退\n咁咩叫7日內退款呀？', '係第二間超市買過同一牌子奶粉\n用紙箱+超厚bubble 紙，收貨完好無缺\n呢間淨係用普通bubble 紙\n罐奶粉撞到凹曬', '個罐凹咗，但姐姐已開咗嚟用😫']",2023-12-10
雪印 - 思敏傑4兒童成長奶粉,大街市,"3,000",900克,174.80,184.00,4.6,32,澳大利亞,"['5_star', '我認為產品乾淨，沒有撞凹就可以，不用每一罐用泡沫膠包裝，包太多真的不環保還要浪費我時間拆', '乾乾淨淨的貨品，每一罐都有用泡沫氣泡紙包裹著，這個我是買來送給朋友的，不過講真我自己本人就認為比較唔環保其實唔需要呢啲泡沫包裝，一個大膠袋裝住乾乾淨淨，袋底都唔覺有什麼黑點黐住，好過下下俾個紙盒要我拆', '買4罐奶粉送1盒積木，抵買，7/22到期！', '非常好', 'good', '低', 'Ok', '平', '正貨', '方便', '1_star', '我認為產品乾淨，沒有撞凹就可以，不用每一罐用泡沫膠包裝，包太多真的不環保還要浪費我時間拆', '乾乾淨淨的貨品，每一罐都有用泡沫氣泡紙包裹著，這個我是買來送給朋友的，不過講真我自己本人就認為比較唔環保其實唔需要呢啲泡沫包裝，一個大膠袋裝住乾乾淨淨，袋底都唔覺有什麼黑點黐住，好過下下俾個紙盒要我拆', '買4罐奶粉送1盒積木，抵買，7/22到期！', '非常好', 'good', '低', 'Ok', '平', '正貨', '方便']",2023-12-10
美素佳兒 - 美素佳兒®金裝3號,荷蘭美素佳兒官方旗艦店,"3,000",900克,288.90,289.00,4.3,13,荷蘭,"['5_star', '3罐到期日都係2023年 GOOD', '2023年到期日,good', '23年先到期', '抵買', '希望可以多一些優惠', '很好服務', '很好服務', '抵買有玩具送', '新版的金裝 很好 滿800 送bike 希望日後更多優惠', '1_star', '千期唔好喺TV mall 買\n是但去其他地方點都平過呢度']",2023-12-10
Biostime - 有機奶粉 (幼兒配方奶粉3號 800克 (10 - 36 個月適用) 法國原產 歐盟有機認證 (到期日不早於: 2025-04),H&H-Baby,"3,000",800g,360.00,,3.9,32,法國,"['5_star', 'very good packing', 'good', '幫BB轉奶粉，貨品整體乾淨企理，喜歡佢食用日期長。另外欣賞送貨嘅員工細心有禮，讚👍🏼', '用戶已設定此評論內容為非公開', '飲開， 又平又正', '飲開，有機，回購！', '我仔之前食另一隻牌子奶粉，便便有啲辛苦。朋友介紹呢隻奶粉係法國生產又有機認證，所以買俾阿仔試吓。佢食咗一排便便暢順咗，而家都會一路俾佢食！', '適逢想幫阿仔轉奶，見呢隻係法國生產又有哂有機認證就買嚟試下。飲咗一排阿仔各方面都幾好，便便好好又無敏感情況👍🏻而喺HKTVMall買一向有保證，有哂bubble紙包，有安全！', '除咗個箱度有bubble 紙，每罐額外都包咋bubble 紙，保護好足夠\n兩兄弟都食呢個牌子，食咗之後一路便便順暢，好放心', 'GOOD!! Will repurchase!', '1_star', '360兩件，有買了三份應有六件，但只收到三罐絕', '哇⋯360一罐奶粉！你地寫360兩件，我一直以為兩罐，收到真係大開眼界！真係叫我放棄食！', '你哋公司做緊899蚊,有六罐奶粉=150一罐,而家我買360蚊,佢寫住兩件,應該係有兩罐奶粉,但係而家畀得一罐我,咁樣寫超級取巧,我平時都係買開180蚊一罐,而家貴咗一倍真係超級超級貴!請跟進個案謝謝!', '$370兩罐推廣期六罐，但收左我$1164。請退回$54。', '差，次貨，有問題 ，', '明明說買一送一，結果沒有']",2023-12-10
貝拉米 - 有機嬰兒奶粉3號 (適合12個月以上),大街市,"3,000",900克,245.00,,2.7,10,澳洲,"['5_star', '💯', 'very good', 'This has been my choice of formula for my girl. Organic with no additives. I just choose the one with no adding DHA bla bla... milk is milk', '1_star', '奶粉有問題同平時食開唔同', '試過幾次奶粉罐都有少少凹，請大家留意', '你地個廣告係新裝 但送貨係舊裝 有冇搞錯？', '換了這奶粉後，小孩不斷話肚子痛，我猜是奶粉令她便秘。不會繼續用。']",2023-12-10
明治 - [香港版正貨]嬰兒配方 0-1歳罐裝,日本明治奶粉香港官方旗艦店,"3,000",800克,270.00,,3.8,36,日本,"['5_star', 'BB食開 價格合理 希望唔好斷貨\n門市比較難買', '購買方便', 'good', '全部寫英文的如果有中文字就最好', '會再買', '價錢比出面平，而市面無其他地方有得買', '全城至抵，唔知特價做到幾時，要襯早買定多啲先得', '無', 'very gd!!', '成日買', '1_star', '港版？到底邊到製造？？', '請問這是港版嗎？這文字是哪個國家？', ""I have been feeding my baby this formula for a while, but consumer council have found contaminants 3-MCPD in it!!! The level of excessive 3-MCPD will damage the kidney function and affect the male reproductive system. I'm not happy with this. Do not buy! I want a refund."", '二月還缺貨，剛剛三月見到補返新貨就購買，但今天收貨一看到期日竟是今年十月，只有幾個月，貨品的有效期太短了。', '缺貨後上架仍是2018生產10月到期貨，奶粉罐凹嘅！擔心品質問題', '已退貨,麻煩盡快補回', '又係2016年生產,今年10月到期 奶粉罐又凹咗', '2016年生產，今年10月到期既倉底貨，下次買番粒粒裝好D']",2023-12-10
